token;is_stopword;token_count
michelle;No;7
michigan;No;35
mickey;No;6
mickity;No;2
micky;No;1
micro;No;5
microcosm;No;4
microphone;No;35
microphones;No;2
microscope;No;1
microscopic;No;2
microwave;No;4
microwaves;No;1
mics;No;21
mid;No;9
mid-afternoon;No;2
mid-air;No;2
mid-december;No;2
mid-july;No;1
mid-life;No;1
mid-thirties;No;2
midas;No;4
midday;No;5
middle;No;288
middle-aged;No;1
middle-end;No;1
middlemen;No;1
middling;No;10
mide;No;2
midflight;No;2
midget;No;7
midler;No;1
midnight;No;263
mids;No;3
midsection;No;1
midst;No;28
midsummer;No;1
midsummer-night;No;2
midway;No;1
midwest;No;11
midwife;No;1
midwives;No;1
miei;No;2
miele;No;1
miens;No;2
mienu;No;16
miffed;No;2
might;Yes;1268
might've;No;8
mighta;No;9
mightier;No;1
mighty;No;232
migo;No;2
migos;No;4
migraine;No;2
migraines;No;2
migrains;No;1
miguel;No;2
miiri;No;2
mika;No;1
mike;No;40
mike-o;No;1
mikimoto;No;1
mil;No;24
milan;No;3
milano;No;1
mild;No;30
mildew;No;1
mile;No;108
mileage;No;2
milejo;No;1
miles;No;313
milestones;No;2
milf;No;5
milhaus;No;1
milie;No;1
militant;No;3
military;No;9
militia;No;7
milk;No;98
milkin;No;2
milkman;No;1
milks;No;1
milkshake;No;1
milky;No;20
milkyway;No;3
mill;No;38
milla;No;4
millanips;No;1
millas;No;1
mille;No;1
millennium;No;5
miller;No;7
milli;No;6
milligram;No;1
millimeter;No;3
millimeters;No;1
millimetre;No;1
milling;No;1
million;Yes;456
million-a;No;1
millionaire;No;58
millionaires;No;14
millionth;No;7
mills;No;7
milly;No;2
milo;No;4
mils;No;1
milwaukee;No;2
mim;No;4
mime;No;1
mimes;No;1
mimi;No;14
mimic;No;3
miming;No;1
mimosa;No;4
mimosas;No;3
min;No;5
mina;No;3
minage;No;1
minah;No;1
minaj;No;6
minarets;No;2
mince;No;2
mincing;No;2
mind;No;2590
mind-crazed;No;1
mind-state;No;3
mind-warp;No;1
minded;No;16
mindedly;No;1
mindframe;No;1
mindfuck;No;1
minding;No;14
mindless;No;9
minds;No;137
mindstate;No;1
mine;No;1901
minefield;No;9
miner;No;2
miners;No;1
mines;No;35
miney;No;21
mingle;No;15
mingled;No;3
mingling;No;4
minh;No;1
minha;No;7
mini;No;12
mini-14;No;1
mini-me;No;2
mini-skirt;No;1
mini-tonkas;No;1
mini-you;No;1
miniature;No;3
minibar;No;2
minimal;No;6
minimize;No;2
minimum;No;20
minimums;No;1
mining;No;3
minions;No;3
miniscule;No;2
miniskirt;No;1
minista;No;3
ministas;No;1
minister;No;16
ministers;No;1
ministry;No;2
minithin;No;5
minivan;No;7
mink;No;33
minks;No;2
minneapolis;No;1
minneconjou;No;6
minnesota;No;10
minnie;No;5
minnow;No;2
minnows;No;2
minolta;No;1
minor;No;31
minorities;No;1
minority;No;1
minors;No;1
mins;No;1
mint;No;6
minus;No;11
minuscule;No;2
minute;No;524
mio;No;6
mir;No;18
mira;No;6
miracle;No;120
miracles;No;34
miraculous;No;2
mirada;No;2
mirage;No;20
mirages;No;1
miranda;No;1
mirarla;No;1
mire;No;1
mirked;No;2
mirror;No;297
mirrorball;No;5
mirrored;No;1
mirrors;No;38
mirándote;No;2
mis;No;4
mis-mated;No;2
mis-representing;No;1
misbegot;No;1
misbehave;No;5
misbehaved;No;5
misbehaving;No;4
miscall;No;2
miscarry;No;1
miscast;No;1
miscellaneous;No;10
mischa;No;1
mischeavius;No;3
mischief;No;5
mischievous;No;4
miscommunications;No;1
misconception;No;2
misconducts;No;1
misconstrued;No;1
misdeeds;No;2
misdirection;No;1
misdirectional;No;1
mised;No;1
miser;No;4
miserable;No;11
misericordiae;No;2
miseries;No;1
misermano;No;1
misery;No;189
misfire;No;5
misfired;No;1
misfit;No;6
misfits;No;10
misfortune;No;5
misfortunes;No;1
misgivings;No;2
misguided;No;4
misguiding;No;1
mishap;No;1
mishear;No;1
mishima;No;2
misholin;No;1
misinformed;No;4
misinterpreted;No;1
misjudged;No;2
misjudging;No;1
mislaid;No;1
mislead;No;4
misleading;No;6
misled;No;2
mismatched;No;1
miso;No;1
misogynist;No;2
misogynistic;No;2
misogyny;No;1
mispent;No;2
misplaced;No;1
misplacing;No;1
mispronounced;No;1
miss;Yes;729
missa;No;4
missed;No;106
misses;No;17
missile;No;13
missiles;No;13
missin;No;3
missing;No;238
mission;No;100
missionaries;No;2
missionary;No;3
missioned;No;2
missionless;No;1
missions;No;4
mississip;No;2
mississipp;No;1
mississippi;No;49
missión;No;2
missle;No;2
missouri;No;11
misstep;No;1
missus;No;4
missy;No;6
mist;No;66
mista;No;2
mistake;No;294
mistaken;No;24
mistakin;No;3
mistaking;No;2
mister;No;114
mistero;No;2
misters;No;1
misthemeanors;No;1
mistier;No;2
misting;No;4
mistletoe;No;71
mistook;No;6
mistreat;No;7
mistreated;No;12
mistress;No;18
mistrust;No;4
mists;No;2
misty;No;40
misty-eyed;No;1
misunderstand;No;4
misunderstanding;No;5
misunderstands;No;2
misunderstood;No;16
misurer;No;3
misuse;No;4
misused;No;2
mitch;No;1
mitchell;No;2
mite;No;1
mitochondrial;No;2
mitsubishi;No;5
mitt;No;4
mitten;No;4
mittens;No;3
mitts;No;1
mitzvahs;No;1
miu;No;2
miuccia;No;1
mix;No;91
mix-a-lot;No;1
mix-up;No;1
mixed;No;49
mixed-up;No;3
mixer;No;10
mixes;No;10
mixin'tanqueray;No;2
mixing;No;23
mixmaster;No;1
mixtape;No;1
mixture;No;4
mizzic;No;3
mizzine;No;1
mj;No;5
mjg;No;1
mjs;No;1
ml;Yes;2
mlk;No;7
mm;Yes;182
mm-hm;No;1
mm-hmm;No;4
mm-mm;No;6
mmh;No;4
mmhm;No;7
mmhmm;No;13
mmm;No;263
mmm-hmm;No;3
mmm-mmm;No;1
mmm-mmm-mmm;No;1
mmm-ohh-oh;No;2
mmm-omm;No;1
mmmm;No;34
mmmm-mm-mm-ommm;No;3
mmmmm;No;6
mmmmmmm;No;3
mmmmmmmmm;No;1
mmove;No;1
mnemonic;No;1
mnom;No;2
mo;No;126
mo'fucking;No;2
mo-;No;1
moan;No;34
moanding;No;2
moaned;No;2
moanful;No;1
moaning;No;29
moans;No;7
moarners;No;1
moat;No;2
mob;No;49
mobb;No;8
mobbin;No;1
mobbing;No;4
mobile;No;33
mobility;No;2
mobilize;No;1
mobs;No;4
mobster;No;2
mobsters;No;5
moby;No;4
mocassin;No;1
moccasin;No;8
mochamut;No;1
mock;No;6
mocka;No;2
mockaveli;No;1
mocked;No;2
mockery;No;9
mocking;No;7
mockingbird;No;6
mocks;No;1
mod;No;1
moda;No;1
mode;No;22
model;No;51
modela;No;1
modele;No;1
modeling;No;2
models;No;37
moderation;No;2
modern;No;95
modern-day;No;1
modest;No;4
module;No;1
modus;No;1
moe;No;5
moet;No;4
mofo;No;3
mogao;No;2
mogga;No;2
mogul;No;3
mogwi;No;1
mohammad;No;1
mohammed;No;1
moi;No;19
moishe;No;1
moist;No;4
moisture;No;1
mojada;No;2
mojo;No;40
molars;No;1
molatov;No;1
mold;No;25
molded;No;2
mole;No;9
molecule;No;1
molecules;No;1
molehill;No;2
moles;No;3
molest;No;3
molestation;No;1
molested;No;9
molesting;No;1
moley;No;1
moll;No;2
molli-wopped;No;1
mollie;No;1
molly;No;29
molotov;No;3
molotovs;No;1
molten;No;3
molto;No;1
moly;No;4
mom;No;199
mom'll;No;3
mom-mom-mom;No;1
moma;No;10
mombassa;No;1
moment;No;540
momentarily;No;3
momentary;No;4
momento;No;2
moments;No;86
momentum;No;13
momma;No;300
mommas;No;1
mommie;No;3
mommies;No;2
mommy;No;80
momo;No;2
moms;No;26
mon;No;15
mona;No;35
monaco;No;1
monaco`s;No;2
monarchy;No;6
monastery;No;1
monch;No;1
monday;No;110
monde;No;16
mondeo;No;2
mondo;No;2
mondrian;No;2
money;No;1916
money'll;No;1
money-make;No;1
money-spinner;No;1
moneygram;No;1
moneys;No;5
monger;No;1
mongolian;No;1
mongoose;No;1
monica;No;8
monique;No;1
monitor;No;1
monitoring;No;2
monkey;No;144
monkey-ass;No;1
monkeys;No;5
monkies;No;1
monks;No;6
mono;No;1
monochrome;No;1
monogamous;No;1
monogamy;No;2
monogram;No;2
monogrammed;No;2
monolithic;No;1
monologue;No;2
monologues;No;1
monop;No;1
monopolize;No;1
monopoly;No;4
monotony;No;3
monoxide;No;3
monroe;No;15
monsieur;No;3
monsoons;No;1
monster;No;145
monsters;No;38
monstrosity;No;1
montage;No;2
montana;No;6
montando;No;2
montarlo;No;1
montauk;No;4
monte;No;6
monteagle;No;1
monterey;No;13
montgomery;No;9
month;No;125
month-long;No;1
monthly;No;4
montlieu;No;2
montmartre;No;2
monty;No;4
monument;No;5
monuments;No;1
moo;No;13
mood;No;133
moods;No;11
moody;No;23
moolah;No;1
moon;No;664
moonage;No;4
moonbeam;No;4
moonbeams;No;21
moonboy;No;1
moonchild;No;10
moondust;No;11
moonglow;No;1
moonies;No;1
moonlight;No;150
moonlit;No;3
moonrise;No;2
moonrock;No;1
moons;No;15
moonshine;No;15
moonshota;No;1
moonstop;No;1
moonwalk;No;5
moor;No;6
moore;No;5
moorlands;No;2
moose;No;1
moot;No;2
moovy;No;1
mop;No;12
mopie;No;1
moping;No;5
mopping;No;8
moptops;No;1
mor;No;2
moral;No;10
morality;No;9
morality/no;No;1
morals;No;12
moran;No;2
morbid;No;4
mordiendo;No;2
more;Yes;4560
moreable;No;1
moreand;No;1
moreau;No;2
moredo;No;2
moreys;No;1
morgan;No;2
morgue;No;17
morining;No;1
morir;No;6
mormon;No;4
mormons;No;1
morn;No;27
mornig;No;1
mornin;No;10
morning;No;1151
morning-after;No;1
mornings;No;22
moron;No;7
morons;No;2
morose;No;2
morphed;No;1
morphin;No;1
morphine;No;14
morphing;No;2
morphy;No;1
morris;No;1
morrison;No;1
morsel;No;1
mortal;No;24
mortality;No;1
mortals;No;6
mortem;No;2
mortgage;No;4
mortgaged;No;1
mortgages;No;1
mortician;No;3
mortification;No;2
mortified;No;2
mortis;No;1
mortlake;No;1
morton;No;1
mortuary;No;1
mos;No;7
mosaic;No;2
moschino;No;2
moscow;No;11
moses;No;41
mosey;No;2
mosh;No;14
moslem;No;2
mosque;No;1
mosquito;No;8
moss;No;6
mossad;No;1
mossberg;No;3
mossburg;No;1
mossy;No;2
most;Yes;492
moster;No;2
mostest;No;1
mostly;Yes;17
mosy;No;1
mot;No;1
mote;No;1
moteherfucking;No;1
motel;No;24
moth;No;20
motha;No;3
mothafreaking;No;1
mothafuck;No;1
mothafucka;No;13
mothafuckas;No;4
mothafucker;No;11
mothafucking;No;36
mothem;No;2
mother;No;767
mother***;No;5
mother****;No;3
mother***er;No;3
mother-;No;1
mother-ship;No;1
mother/father;No;1
mothered;No;2
motherf;No;4
motherf*;No;6
motherf***er;No;2
motherf***ing;No;4
motherf-;No;8
motherfucer;No;1
motherfuck;No;11
motherfucka;No;8
motherfuckas;No;3
motherfucke;No;1
motherfucker;No;510
motherfucker-fucker-fucker-fucker;No;1
motherfucker-in-each;No;1
motherfuckin;No;44
motherfucking;No;330
motherhood;No;1
motherland;No;25
moths;No;1
motion;No;93
motions;No;6
motivate;No;4
motivated;No;8
motivaters;No;2
motivates;No;1
motivation;No;34
motivator;No;2
motive;No;7
motives;No;8
moto;No;19
motor;No;44
motor-cyanide;No;1
motorbike;No;3
motorbikes;No;1
motorbreath;No;8
motorcades;No;1
motorcycle;No;6
motorcycles;No;2
motormouth;No;1
motorola;No;2
motors;No;3
motorway;No;2
motown;No;10
motrin;No;2
mots;No;4
motto;No;23
mould;No;1
moulin;No;1
moulmein;No;2
mound;No;9
mounds;No;2
mount;No;18
mountain;No;305
mountains;No;156
mountainside;No;14
mountainsides;No;2
mountaintop;No;4
mounted;No;3
mounting;No;5
mourn;No;42
mourner;No;2
mourners;No;3
mournful;No;4
mournfully;No;4
mourning;No;23
mouse;No;12
mouseketeers;No;3
moustache;No;1
mousy;No;2
mouth;No;598
mouth-ass;No;3
mouthed;No;4
mouthfucker;No;1
mouthful;No;5
mouthing;No;4
mouthpiece;No;2
mouths;No;25
mouthted;No;1
mouthwash;No;2
move;No;1039
move-a-more;No;1
moveable;No;2
moved;No;141
movement;No;34
movements;No;7
moveover;No;1
mover;No;2
movers;No;12
moves;No;158
movie;No;165
movies;No;63
movin;No;9
moving;No;448
mow;No;7
mow-chine;No;1
mowed;No;1
mower;No;2
mowing;No;3
mozart;No;14
mozed;No;1
mozzarella;No;3
moça;No;2
mp;No;1
mpc;No;1
mpla;No;3
mput;No;2
mr;Yes;270
mrbigot;No;1
mrbrightside;No;2
mrefu;No;4
mrradio;No;4
mrs;Yes;35
mrsmith;No;1
mrsnowman;No;1
ms;No;19
ms-13;No;1
mt;No;4
mtv;No;21
mu;No;6
mu'fuckin;No;2
muah;No;5
muah-ha-ha;No;1
muammar;No;1
much;Yes;2503
mucha;No;1
mucha-chas;No;3
muchacha;No;1
muchachas;No;2
muchachos;No;1
muchas;No;3
mucho;No;7
muck;No;1
mud;No;65
muda;No;4
muddle;No;3
muddy;No;33
mudholes;No;1
mudy;No;2
mueller;No;1
muerda;No;2
muerte;No;1
muerto;No;2
muestra;No;1
mueve;No;16
muezzin;No;4
muff;No;3
muffin;No;3
muffins;No;1
muffle;No;1
muffled;No;2
muffler;No;2
mug;Yes;8
mugged;No;1
muggers;No;2
mugging;No;5
muggs;No;4
muggy;No;4
mugler;No;1
mugs;No;2
muh;No;2
muh'fucka;No;2
muh'fucker;No;3
muh'fuckers;No;1
muh'fuckin;No;6
muh'fucking;No;2
muhammad;No;3
muhfucka;No;2
muhfuckas;No;8
muhfucker;No;2
muhfuckin;No;2
muhk;No;8
muhlenberg;No;3
muito;No;2
mujer;No;2
mujeres;No;2
mujhe;No;1
mula;No;3
mulatto;No;2
mule;No;22
mules;No;6
mulholland;No;2
mulieribus;No;1
mulig;No;2
mull;No;1
mulligan;No;4
mulsanne;No;2
mult;No;1
multi;No;6
multi-colored;No;2
multi-million;No;1
multi-national;No;2
multi-platinum;No;1
multi-task;No;3
multicolored;No;1
multiple;No;4
multiplied;No;6
multiply;No;26
multiplying;No;1
multitude;No;14
multitudes;No;2
mum;No;17
mum-mum-mum-mah;No;20
mumble;No;5
mumbling;No;6
mumbo-jumbo;No;1
mumm-ra;No;2
mummified;No;1
mummy;No;24
mumps;No;3
munch;No;2
munchausen;No;2
munched;No;1
munchhausen;No;1
munchies;No;1
mundane;No;2
mundo;No;14
munich;No;1
muninn;No;3
muppet;No;2
mur-ur-during;No;1
mural;No;1
murals;No;1
murcielago;No;2
murciélago;No;1
murda;No;2
murder;No;284
murder-machine;No;2
murder-murder;No;1
murdered;No;42
murderer;No;15
murderers;No;9
murderin;No;2
murdering;No;20
murderous;No;1
murderrrrr;No;1
murderrrrrr;No;2
murders;No;21
murdoch;No;2
muriendo;No;2
murk;No;3
murked;No;1
murking;No;1
murmur;No;4
murmured;No;2
murmuring;No;7
murmurs;No;5
murphy;No;2
murray;No;1
murry;No;1
musa;No;2
muscadine;No;2
muscle;No;25
muscle-bound;No;3
muscles;No;16
muscular;No;2
muse;No;17
muses;No;1
museum;No;7
mush;No;7
musha;No;7
mushed;No;7
mushroom;No;16
mushrooms;No;20
music;No;792
musica;No;2
musical;No;22
musically;No;1
musician;No;3
musicians;No;2
musicplaying;No;2
musics;No;2
musing;No;2
musk;No;1
musket;No;3
musketeers;No;1
musky;No;3
muslim;No;1
muslims;No;2
muslin;No;1
muss;No;2
mussolini;No;2
mussy;No;1
must;Yes;1175
must've;No;54
must-a;No;1
musta;No;16
mustache;No;2
mustang;No;11
mustapha;No;51
mustard;No;9
muster;No;3
mustered;No;1
musters;No;2
mustif;No;1
mustn't;No;13
mustve;No;1
mut;No;1
mutant;No;7
mutants;No;3
mute;No;6
muted;No;2
mutha;No;61
muthaf***ing;No;3
muthafucka;No;14
muthafuckas;No;2
muthafuckaz;No;6
muthafucker;No;5
muthafuckers;No;3
muthafuckin;No;8
muthafucking;No;19
muthaz;No;1
mutherfucker;No;1
mutilate;No;4
mutilating;No;1
mutilation;No;7
mutiny;No;3
mutombo;No;4
mutt;No;4
mutter;No;2
mutton;No;1
mutts;No;1
mutual;No;7
mutually;No;6
mutumbo;No;1
muy;No;9
muzak-fake;No;1
muzik;No;1
muzzle;No;1
muß;No;8
muéstrame;No;2
mvp;No;3
mw;No;1
mwa;No;2
mwah;No;2
my;Yes;38121
my-;No;6
my-my;No;3
my-my-myself;No;1
my-venom;No;1
mya;No;2
myers;No;5
myguy;No;1
myhey;No;1
mylanta;No;1
myoho;No;1
myopic;No;2
myou;No;1
myrth;No;1
myrtle;No;3
myself;Yes;1476
myspace;No;6
myspace'd;No;1
myspaced;No;1
mysteries;No;15
mysterious;No;29
mystery;No;84
mystic;No;23
mystical;No;4
mysticism;No;1
mystics;No;2
mystified;No;6
mystifies;No;4
mystikal;No;13
mystique;No;4
myth;No;11
mythical;No;3
mythological;No;1
mythology;No;1
myths;No;1
má;No;1
más;No;31
må;No;2
mål;No;1
mély;No;1
ménage;No;9
méxico;No;3
mí;No;9
mía;No;2
música;No;5
músico;No;1
münchhausen;No;1
n;Yes;78
n&#603n&#603;No;4
n'ya;No;4
n****;No;28
n****s;No;13
n****z;No;17
n-;No;47
n-a-s-t-y;No;3
n-a-t-e;No;3
n-e-w;No;1
n-gga;No;4
n-ggas;No;3
n-gger;No;1
n-i;No;1
n-i-c;No;2
n-n-n-n-n-no;No;1
n-n-n-n-n-now;No;1
n-n-n-now;No;1
n-n-now;No;2
n-nigga;No;1
n-now;No;9
n-o;No;2
n-o-l-i-m-i-t;No;1
n-u-ts;No;1
n-w-a;No;1
n-word;No;1
n-y;No;11
n/a;No;1
n9ne;No;1
na;Yes;580
na-ah;No;2
na-na;No;19
na-na-na;No;12
na-na-na-na;No;28
na-na-na-na-na;No;15
na-na-na-na-na-na-na-na-na-na;No;1
na-na-na-na-na-nanana;No;7
na-na-na-na-na-nananana;No;1
na-na-na-na-now;No;1
naa;No;2
naaaaahh;No;1
naacp;No;1
nabana;No;6
nabisco;No;7
nacho;No;1
nachos;No;3
nack;No;3
nací;No;1
nada;No;17
nadamos;No;1
naddy;No;2
nadie;No;6
nadir;No;3
nae-nae;No;1
nag;No;6
nagga;No;1
nagging;No;1
nagilah;No;1
nah;Yes;320
nah-nah-nah;No;12
nah-nah-nah-nah;No;1
nah-nah-nah-nah-nah;No;1
nail;No;60
nail-scared;No;1
nailed;No;16
nailer;No;1
nails;No;63
naive;No;14
naiveness;No;1
najbolji;No;2
nak;No;1
naked;No;135
nakedness;No;1
nala;No;1
nall;No;1
nam;No;7
name;Yes;1821
name*;No;1
named;No;108
namedropping;No;1
nameless;No;11
names;No;122
naming;No;7
nan;No;2
nan-a-boo;No;1
nana;No;27
nananana;No;2
nanananana;No;1
nancy;No;11
nannies;No;2
nanny;No;3
nano;No;1
naomi;No;4
nap;No;15
napalm;No;31
napalm-bomb;No;2
napalmed;No;2
nape;No;1
napkin;No;8
napkin'll;No;1
naples;No;1
napoleon;No;2
napping;No;2
nappy;No;9
napravio;No;2
naps;No;1
napsack;No;1
nar;No;2
narcissist;No;2
narcissistic;No;2
narcotic;No;1
narcotics;No;5
narcs;No;1
narices;No;1
nark;No;1
narrate;No;1
narrated;No;1
narration;No;1
narrative;No;1
narrator;No;1
narrow;No;41
narrow-minded;No;2
nas;No;28
nasa;No;4
nasai;No;1
nascar;No;3
nascent;No;1
nasdaq;No;1
nashville;No;32
nassau;No;2
nasty;No;124
nat;No;1
nate;No;32
nathan;No;7
nathanael;No;2
nathaniel;No;2
nation;No;128
nation-a;No;1
national;No;19
nationalistic;No;2
nationality;No;2
nations;No;29
nationwide;No;1
native;No;4
natives;No;2
nativity;No;6
nato;No;2
natty;No;3
natural;No;41
naturally;No;14
naturals;No;2
nature;No;147
naturelle;No;1
natures;No;4
naucio;No;2
naught;No;1
naughtier;No;2
naughtiest;No;1
naughty;No;76
nauseous;No;6
nautical;No;1
nautilus;No;1
navaja;No;1
navajo;No;4
naval;No;1
navel;No;3
navi;No;2
navies;No;2
navigate;No;6
navigates;No;1
navigator;No;3
navigators;No;3
navin;No;1
navy;No;3
naw;No;38
nawsa;No;2
naww;No;1
nay;Yes;5
nazarene;No;1
nazareth;No;19
nazi;No;9
nazis;No;1
nazz;No;1
naïve;No;1
nba;No;5
nd;Yes;1
ndamukong;No;1
ndim;No;1
ndiyi-ninja;No;2
ndlestremofbombs;No;1
ne;No;14
ne'er;No;1
ne-ne-ne-need;No;3
ne-never;No;9
ne-skeem;No;1
neal;No;4
near;Yes;357
nearby;No;6
nearer;No;19
nearest;No;22
nearin;No;4
nearing;No;8
nearly;Yes;73
nearness;No;15
nears;No;6
neat;No;16
neath;No;4
neatly;No;3
nebo;No;2
nebraska;No;8
nebuchadnezzar;No;1
nebulons;No;1
nebulous;No;1
nebuni;No;4
necesidad;No;1
necesitas;No;1
necesites;No;1
necessarily;Yes;18
necessary;Yes;19
necessities;No;6
necessity;No;1
neck;No;236
necklace;No;25
necklaces;No;7
neckline;No;1
necks;No;23
necktie;No;2
neckties;No;5
necropolis;No;3
necrosis;No;2
necrotic;No;1
nectar;No;2
nectarine;No;1
ned;No;18
nee;No;1
need;Yes;4467
needa;No;3
needed;No;190
needget;No;1
needing;No;60
needle;No;55
needlenose;No;1
needles;No;26
needless;No;5
needlework;No;1
needn't;No;8
needs;Yes;336
needy;No;2
neek;No;1
neeky;No;1
neep;No;1
neet;No;1
negative;No;28
negativity;No;1
negatory;No;1
neglect;No;12
neglected;No;7
neglecting;No;6
neglection;No;1
negligee;No;1
negligence;No;1
nego;No;4
negotiate;No;3
negotiates;No;1
negotiating;No;1
negotiations;No;1
negro;No;7
nehmen;No;1
neighboors;No;2
neighbor;No;38
neighborhood;No;53
neighborhoods;No;3
neighbors;No;31
neighbour;No;1
neighbourhood;No;7
neighbouring;No;1
neighbours;No;4
neiman;No;2
nein;No;4
neither;Yes;60
nekada;No;4
nel;No;1
nela;No;2
nell'oscurità;No;2
nella;No;2
nellie;No;5
nelly;No;4
nelson;No;4
nembutol;No;1
nemesis;No;3
nemisis;No;2
nemo;No;1
nena;No;1
nenja;No;2
neo;No;3
neo-neuro;No;2
neon;No;69
neons;No;2
neosporin;No;3
nephew;No;57
nephews;No;4
nepotistic;No;1
neptizzle;No;2
neptune;No;4
neptune-ology;No;1
neptunes;No;3
nerd;No;7
nerds;No;3
nerdy;No;6
nerve;No;44
nerves;No;27
nervous;No;73
nervously;No;2
ness;No;2
nessman;No;1
nessun;No;7
nest;No;27
nesting;No;1
nestle;No;1
nestled;No;4
nestler;No;1
nestles;No;2
net;No;19
netflix;No;1
nether;No;3
netherworld;No;2
nets;No;11
nettles;No;3
network;No;5
networks;No;1
neumann;No;1
neutered;No;1
neutral;No;2
neutralize;No;2
nev-never;No;10
neva;No;2
nevada;No;4
nevah;No;2
neveaux;No;2
nevemind;No;2
never;Yes;8341
never-;No;1
never-bending;No;1
never-ending;No;14
never-never;No;9
never-wills;No;1
neverland;No;1
nevermind;No;20
nevermore;No;19
nevertheless;Yes;1
nevuary;No;1
new;Yes;2282
new-born;No;6
new-found;No;1
newark;No;1
newbies;No;3
newborn;No;26
newer;No;3
newest;No;6
newly;No;3
newman;No;1
newport;No;1
newports;No;1
news;No;351
newsflash;No;1
newspaper;No;8
newspapers;No;4
newsweek;No;3
newton;No;2
newtone;No;1
next;Yes;799
nextels;No;1
nexus;No;2
nfing;No;1
nfl;No;32
nfz;No;1
ngami;No;1
ngizogobisa;No;1
nh;No;1
nhm;No;2
ni;No;3
ni**a;No;1
ni**as;No;1
ni-i-ice;No;1
ni-ice;No;1
nia;No;1
niag'ra;No;1
niagara;No;2
nibabuzile;No;1
nibble;No;6
nic;No;1
nicaragua;No;1
niccy;No;1
nice;No;495
nicely;No;3
nicely-nicely;No;2
nicer;No;17
nicest;No;5
niche;No;6
nicholas;No;8
nicholson;No;1
nicht;No;3
nichts;No;1
nick;No;36
nickajack;No;1
nicked;No;1
nickel;No;27
nickel-plate;No;1
nickels;No;3
nicki;No;20
nicking;No;1
nickle;No;5
nickle-plated;No;1
nickles;No;2
nickname;No;5
nicknamed;No;1
nicks;No;2
nicky;No;8
nico;No;1
nicolas;No;2
nicole;No;5
nicopanda;No;1
nicorette;No;1
nicotine;No;8
nie;No;4
niece;No;3
nieces;No;1
nielsen;No;1
niemals;No;1
niemens;No;1
nien;No;1
niff-nods;No;2
nifty;No;7
nig;No;5
nigeria;No;1
nigga;No;4225
nigga'll;No;17
niggaas;No;1
niggaish;No;1
niggaro;No;1
nigh;No;16
night;No;4520
night're;No;1
night-night;No;1
night-time;No;4
night-vision;No;1
night-walking;No;1
nightcap;No;1
nightcaps;No;2
nightclub;No;1
nightclubs;No;1
nighters;No;1
nightfall;No;6
nightgowns;No;2
nighthade;No;9
nighthirts;No;7
nightie;No;1
nightingale;No;18
nightlife;No;7
nightlight;No;3
nightly;No;6
nightmare;No;214
nightmare-ish;No;1
nightpost;No;1
nighttand;No;2
nighttick;No;1
nighttime;No;20
nightwings;No;1
nighty;No;1
nighty-night;No;3
nighty-nighty;No;1
nihilist;No;2
nikada;No;3
nike;No;11
nikes;No;19
niki;No;19
nikki;No;1
niks;No;1
nil;No;3
nile;No;10
nilly;No;2
nimble;No;3
nimm;No;2
nina;No;35
nince;No;1
nine;Yes;268
nine-;No;1
nine-ninety;No;1
nine-one-one;No;1
nine-six;No;2
nine-tenths;No;1
nine-to-five;No;2
nine-trizzay;No;3
nines;No;18
nineteen;No;18
nineteen-motherfucking-ninety-three;No;1
nineties;No;2
ninety;Yes;38
ninety-four;No;1
ninety-nine;No;12
ninety-ninth;No;1
ninety-seven;No;1
ninety-two;No;3
ningangabazi;No;1
ninguém;No;1
ningún;No;1
ninja;No;5
nino;No;1
ninos;No;1
nintendo;No;6
nintendo-64;No;1
ninth;No;6
ninti;No;6
ninty;No;2
nip;No;7
nip-tuck;No;1
nipped;No;2
nipper;No;1
nipping;No;4
nipple;No;4
nipples;No;2
nips;No;1
nipsey;No;11
niro;No;3
nirvana;No;3
nisam;No;2
nisi;No;2
nissan;No;1
nisu;No;1
nit;No;1
nite;No;8
nitro;No;4
nitrogen;No;1
nitroglycerin;No;1
nitty;No;3
nitty-gritty;No;1
nitwit;No;2
nix;No;2
nixon;No;2
niyayibona;No;1
nizlopi;No;1
nizzle;No;2
niña;No;10
nme;No;2
nnn;No;2
no;Yes;13249
no-body;No;1
no-count;No;1
no-doze;No;1
no-go;No;1
no-good;No;1
no-man;No;1
no-no;No;36
no-no-no;No;6
no-no-no-no-no;No;3
no-no-nobody;No;9
no-none;No;1
no-o-o-o-oh;No;10
no-oh;No;1
no-one;No;113
no-ooh;No;2
no-ooo-ooo;No;1
no-pussy-getting;No;1
no-smoke;No;1
no-thing;No;1
noah;No;14
noapte;No;2
noaptea;No;6
nob;No;3
nobel;No;1
nobilis;No;1
noble;No;6
nobly;No;2
nobody;Yes;1277
nobodyno;No;9
nobu;No;3
noch;No;4
noche;No;5
nocturnal;No;1
nod;No;30
nodded;No;5
nodding;No;6
nodoz;No;1
noel;No;56
noemie;No;1
nog;No;1
nogging;No;1
noho;No;4
noi;No;7
noir;No;4
noise;No;158
noiseless;No;1
noiselessly;No;1
noises;No;30
noisiest;No;1
noisome;No;1
noisy;No;9
noize;No;3
nolia;No;1
nomad;No;26
nombre;No;2
nome;No;3
nomenclature;No;2
nomie;No;1
nominate;No;1
nominated;No;3
nomine;No;2
non;Yes;16
non-believer;No;4
non-believers;No;5
non-believing;No;3
non-committal;No;1
non-contagious;No;1
